Hex_ID,Depth_m
196365,-10.71873179
196366,-10.62130866
196367,-10.91403615
196368,-10.46746457
196369,-10.69078466
196370,-10.67116725
196371,-10.69810165
196372,-10.66910342
196373,-10.88660759
196374,-10.84030809
196375,-10.82756352
196376,-10.85956621
196377,-10.77975248
196378,-11.00019251
196379,-11.05348926
196380,-11.1432489
196381,-11.07377523
196382,-11.04271783
196383,-11.20484049
196384,-11.14956712
196385,-11.10341993
196386,-11.36618064
196387,-11.49345892
196388,-11.43122899
196389,-11.46806977
196390,-11.62943318
196391,-11.62788676
196392,-11.75224428
196393,-11.88226542
196394,-11.77608353
196395,-10.18128785
196396,-9.584707402
196397,-12.01519916
196398,-11.99637822
196399,-11.61030062
196400,-12.07420486
196401,-12.1051274
196402,-12.16201578
196403,-12.27919584
196404,-12.44480201
196405,-12.75086356
196406,-12.27566815
196407,-12.13759286
196408,-12.25145219
196409,-12.27149515
196410,-12.09288047
196411,-12.52275423
196412,-12.77245759
196413,-12.84570196
196414,-12.71487157
196415,-12.76143734
196416,-12.74074209
196417,-12.77754565
196418,-12.52385184
196419,-12.47166898
196420,-12.72729407
196421,-12.87504784
196422,-13.03902272
196423,-12.98910483
196424,-13.1297916
196425,-13.04377126
196426,-13.11346585
196427,-13.21858269
196428,-13.37454526
196429,-13.37791482
196430,-13.32454948
196431,-13.32036485
196432,-13.41680431
196433,-13.50282813
196434,-13.44347826
196435,-13.41294989
196436,-13.28200091
196437,-13.31031546
196438,-13.47313692
196439,-13.75179084
196440,-13.92535699
196441,-13.80184825
196442,-13.8023924
196443,-14.04477063
196444,-14.06285906
196445,-14.21290223
196446,-14.14426688
196447,-14.19953909
196448,-14.36746256
196449,-14.40895887
196450,-14.27631115
196451,-14.09140732
196452,-14.22362599
196453,-14.27680995
196454,-14.30236421
196455,-14.33789227
196456,-14.50802956
196457,-14.58201109
196458,-14.55060836
196459,-13.90451989
196460,-14.88632159
196461,-15.8136022
196462,-14.80002686
196463,-13.43676821
196464,-12.32072819
196465,-10.97712067
196466,-9.495014621
196467,-9.163292427
196468,-8.90419487
196469,-8.697535973
196470,-8.526569664
196471,-8.349072359
196472,-8.113720445
196473,-7.769890851
196474,-7.885600648
196475,-7.695194829
196476,-7.451359712
196477,-7.183169687
196478,-6.912066467
196479,-6.534729034
196480,-6.219029118
196481,-6.090606725
196482,-5.906610397
196483,-5.702960037
196484,-5.51922009
196485,-5.339010159
196486,-5.150228078
196487,-4.840738538
196488,-4.821909164
196489,-4.62191643
196490,-4.393961739
196491,-4.185791306
196492,-4.007085063
196493,-3.922552142
196494,-3.975604136
196495,-3.939554301
196496,-3.856391645
196497,-3.791494734
196498,-3.764476907
196499,-3.793294043
196500,-3.626267029
196501,-3.66769793
196502,-3.620935087
196503,-3.588515554
196504,-3.565841938
196505,-3.545238254
196506,-3.533540131
196507,-3.462588066
196508,-3.561603534
196509,-3.608350099
196510,-3.64832702
196511,-3.712872789
196512,-3.791282829
196513,-3.824683987
196514,-3.763060423
196515,-3.795799704
196516,-3.899198916
196517,-4.028938962
196518,-4.113659372
196519,-4.299397163
196520,-4.418814001
196521,-4.561108514
196522,-4.687453418
196523,-4.7921822
196524,-4.910166568
196525,-5.122324548
196526,-5.264517032
196527,-5.427739046
196528,-5.58744267
196529,-5.730722296
196530,-5.844864166
196531,-6.156567233
196532,-6.424465416
196533,-6.495266327
196534,-6.732733809
196535,-6.995832285
196536,-7.308097527
196537,-7.688312691
196538,-8.156028909
196539,-8.384606236
196540,-8.896100015
196541,-9.481763104
196542,-9.929449731
196543,-10.30068754
196544,-10.63400208
196545,-10.97830897
196546,-11.66735644
196547,-12.25643444
196548,-12.74295474
196549,-13.07020802
196550,-13.40299701
196551,-13.97558881
196552,-15.11257522
196553,-13.932817
196554,-13.16467551
196555,-12.82599386
196556,-12.85778029
196557,-13.06625943
196558,-12.73085548
196559,-10.88676572
196560,-11.2741816
196561,-10.68462573
196562,-10.1967683
196563,-9.612603955
196564,-9.07510188
196565,-7.911351984
196566,-9.862208487
196567,-11.2177897
196568,-11.98902518
196569,-12.12041135
196570,-11.47525189
196571,-9.960057166
196572,-8.144549377
196573,-7.10381581
196574,-6.105990088
196575,-6.021710349
196576,-6.416101392
196577,-7.172696489
196578,-8.112769922
196579,-8.890056779
196580,-8.769716451
196581,-8.372813351
196582,-7.825211311
196583,-7.257236096
196584,-6.74691492
196585,-6.296744142
196586,-5.450083612
196587,-5.123455293
196588,-4.552656995
196589,-4.004886069
196590,-3.609250626
196591,-2.87031666
196592,-2.59142438
196593,-2.166653651
196594,-1.727387876
196595,-1.392302515
196596,-0.99361297
196597,-0.097673526
196598,0
198798,0
198799,0
198800,0
198801,0
198802,0
198803,0
198805,0
198806,0
198807,0
198808,0
198809,0
198810,0
198811,0
198813,0
198814,0
198815,0
198816,0
198817,0
198818,0
198819,0
198820,0
198821,0
198828,0
198829,0
198830,-0.147136004
198831,-0.578938172
198832,-0.868837229
198833,-1.101343894
198834,-1.417885402
198835,-1.762827137
198836,-2.184841058
198837,-2.512985854
198838,-2.825138894
198839,-3.004082623
198840,-3.008820996
198841,-2.812297817
198842,-2.353626831
198843,-1.92885087
198844,-2.306400208
198845,-2.514329377
198846,-3.049606007
198847,-3.54987925
198848,-3.699012879
198849,-3.835207182
198850,-4.089891055
198851,-4.410563633
198852,-5.018569835
198853,-7.845463564
198854,-10.37785143
198855,-12.46062663
198856,-14.37855026
198857,-16.23006166
198858,-17.8109454
198859,-18.53710689
198860,-19.16586967
198861,-19.62908326
198862,-20.33602383
198863,-20.96901077
198864,-21.42451553
198865,-21.19106234
198866,-22.00243374
198867,-21.91184857
198868,-21.98304655
198869,-22.26029242
198870,-22.75589938
198871,-23.01494403
198872,-23.97914797
198873,-24.53639535
198874,-23.86187373
198875,-23.16951832
198876,-22.12774005
198877,-20.76890903
198878,-20.12788537
198879,-20.47156207
198880,-19.1188051
198881,-18.47559901
198882,-17.79818804
198883,-17.04571769
198884,-16.70404668
198885,-16.30904637
198886,-15.15473776
198887,-14.65167893
198888,-14.4873471
198889,-14.63922388
198890,-14.74967877
198891,-13.62525321
198892,-13.30328798
198893,-13.28773777
198894,-13.02101917
198895,-12.61676361
198896,-12.8822567
198897,-12.4242242
198898,-12.18137623
198899,-12.22547238
198900,-11.89196483
198901,-11.6991359
198902,-11.4690918
198903,-11.52001078
198904,-11.31334666
198905,-11.16458713
198906,-11.02419803
198907,-10.66168992
198908,-10.96124722
198909,-10.99977045
198910,-10.61038259
198911,-10.61744611
198912,-10.61116859
198913,-10.53696846
198914,-10.55498829
198915,-10.71374837
198916,-10.3270929
198917,-10.3202503
198918,-10.38575676
198919,-10.27365314
198920,-10.31708537
198921,-10.2253433
198922,-10.38050825
198923,-10.09197935
198924,-10.1055634
198925,-10.29108696
198926,-10.34876716
198927,-10.24092723
198928,-10.25646233
198929,-10.35946767
198930,-10.2927357
198931,-10.27259739
198932,-10.29946552
198933,-10.28961728
198934,-10.25482057
198935,-10.57199888
198936,-10.22876518
198937,-10.37362029
198938,-10.56247388
198939,-10.41671766
198940,-10.29564482
198941,-10.43907211
198942,-10.31471691
198943,-10.37402841
198944,-10.286214
198945,-10.42525319
198946,-10.33434944
198947,-10.1865352
198948,-10.28659072
198949,-10.32129442
198950,-10.31250077
198951,-10.4332434
198952,-10.60543173
198953,-10.35286458
198954,-10.48250435
198955,-10.56451794
198956,-10.6612353
198957,-10.56881071
198958,-10.690144
198959,-10.89523148
198960,-10.80468584
198961,-10.6162299
198962,-10.80446493
198963,-10.81568052
198964,-10.88560881
198965,-10.89776621
198966,-11.02013665
198967,-11.02608396
198968,-11.14616151
198969,-11.22147901
198970,-11.16404298
198971,-11.42140983
198972,-11.52573369
198973,-11.39774034
198974,-9.77631373
198975,-11.39900422
198976,-11.41373123
198977,-11.37766599
198978,-11.05577633
198979,-11.35391743
198980,-11.53526916
198981,-11.79560327
198982,-11.76346685
198983,-11.70395421
198984,-12.12259028
198985,-12.01187844
198986,-11.83682401
198987,-11.96320583
198988,-12.11469658
198989,-12.10865741
198990,-12.22368062
198991,-12.27346945
198992,-12.28430832
198993,-12.40578463
198994,-12.40302084
198995,-12.24097492
198996,-12.13660106
198997,-11.86308287
198998,-12.12676096
198999,-12.38052105
199000,-12.57985656
199001,-12.60245634
199002,-12.86377527
199003,-13.26307997
199004,-13.0362601
199005,-12.80023846
199006,-12.84499735
199007,-12.98700031
199008,-13.0574402
199009,-13.00906524
199010,-13.01831933
199011,-13.1385213
199012,-13.14326519
199013,-13.10089685
199014,-13.10729413
199015,-13.04468284
199016,-13.18008736
199017,-13.31456288
199018,-13.79676135
199019,-13.56624286
199020,-13.34913751
199021,-13.63631068
199022,-14.07034349
199023,-13.84840703
199024,-13.75022
199025,-13.77616261
199026,-13.8149428
199027,-13.94092232
199028,-13.9305369
199029,-13.91628545
199030,-13.85645771
199031,-14.01108431
199032,-14.10523671
199033,-14.04919943
199034,-14.16824681
199035,-14.4394791
199036,-14.95082579
199037,-14.76988451
199038,-14.87692449
199039,-16.35563307
199040,-16.18516556
199041,-14.46096267
199042,-13.45875059
199043,-12.49494197
199044,-11.04129349
199045,-10.31160431
199046,-9.942231509
199047,-9.645855995
199048,-9.422955066
199049,-9.206906625
199050,-9.009708778
199051,-8.398800137
199052,-8.720841527
199053,-8.539300282
199054,-8.284841396
199055,-8.00241503
199056,-7.71619471
199057,-7.334423827
199058,-6.974325458
199059,-6.839110455
199060,-6.615981633
199061,-6.386871199
199062,-6.173582474
199063,-5.980204742
199064,-5.79618051
199065,-5.344461571
199066,-5.375648621
199067,-5.211249934
199068,-5.006881013
199069,-4.805402905
199070,-4.57506958
199071,-4.313205041
199072,-4.337598319
199073,-4.326485044
199074,-4.221553368
199075,-4.110955758
199076,-3.99690458
199077,-3.885829092
199078,-3.853928423
199079,-3.865732935
199080,-3.846982626
199081,-3.801610977
199082,-3.776760459
199083,-3.762494469
199084,-3.714556116
199085,-3.526325745
199086,-3.611796982
199087,-3.649800767
199088,-3.663252853
199089,-3.711102839
199090,-3.804932867
199091,-3.862904038
199092,-3.879136478
199093,-3.898574245
199094,-3.91192343
199095,-3.953513333
199096,-4.055719304
199097,-4.170987849
199098,-4.326572248
199099,-4.463808639
199100,-4.607541145
199101,-4.728002687
199102,-4.788317029
199103,-4.909227672
199104,-5.022803297
199105,-5.178238577
199106,-5.321228105
199107,-5.464132173
199108,-5.615807217
199109,-5.740447865
199110,-5.912139711
199111,-6.051885832
199112,-6.266825038
199113,-6.49786675
199114,-6.756878847
199115,-7.046802429
199116,-7.493127512
199117,-7.777861876
199118,-8.03119118
199119,-8.434640973
199120,-8.830608083
199121,-9.186966563
199122,-9.519517195
199123,-9.971433215
199124,-10.71462157
199125,-11.06029931
199126,-11.57489813
199127,-11.96782066
199128,-12.23153131
199129,-12.33713068
199130,-13.50142356
199131,-13.72082296
199132,-13.3181301
199133,-13.2740793
199134,-13.345704
199135,-13.6207686
199136,-14.06922728
199137,-14.08346362
199138,-13.27055393
199139,-12.53242806
199140,-12.02311263
199141,-11.64857619
199142,-11.38642592
199143,-10.43674784
199144,-10.89487917
199145,-12.78707996
199146,-13.67207245
199147,-14.2016192
199148,-13.85034296
199149,-12.10113927
199150,-9.332926259
199151,-7.191711607
199152,-5.709020714
199153,-5.324109906
199154,-5.561130322
199155,-6.183107474
199156,-7.141482115
199157,-8.314655273
199158,-9.002130171
199159,-8.698353365
199160,-8.379642586
199161,-7.917116748
199162,-7.551368143
199163,-7.382972607
199164,-6.468801663
199165,-6.151283253
199166,-5.535556883
199167,-4.789792229
199168,-4.215539781
199169,-3.58546545
199170,-3.087894077
199171,-2.656152406
199172,-2.16432734
199173,-1.723547849
199174,-1.357572804
199175,-0.958021829
199176,-0.213445838
199177,-0.010430491
199178,0
201377,0
201378,0
201379,0
201380,0
201381,0
201382,0
201385,0
201386,0
201387,0
201388,0
201389,0
201390,0
201391,0
201392,0
201393,0
201394,0
201395,0
201396,0
201397,0
201398,0
201399,0
201405,0
201406,0
201407,0
201408,-0.014999553
201409,-0.25280341
201410,-0.544011852
201411,-0.8019791
201412,-1.052099589
201413,-1.349111547
201414,-1.723899862
201415,-2.178232014
201416,-2.682008677
201417,-3.121200474
201418,-3.451775645
201419,-3.562988914
201420,-3.45412492
201421,-2.956185546
201422,-2.720156058
201423,-3.246575379
201424,-3.739701675
201425,-3.883934731
201426,-4.41995928
201427,-4.947953796
201428,-5.151502419
201429,-5.597451361
201430,-6.214609039
201431,-6.646831494
201432,-7.735605153
201433,-11.81977156
201434,-13.92917769
201435,-15.71253395
201436,-17.24215802
201437,-18.99969028
201438,-20.12582038
201439,-20.05824078
201440,-20.85668042
201441,-21.36360064
201442,-21.99924789
201443,-22.56536682
201444,-22.42649623
201445,-22.38699631
201446,-22.89047721
201447,-22.94256705
201448,-23.04805829
201449,-23.12559309
201450,-23.74354142
201451,-24.38868344
201452,-24.4367991
201453,-23.51969694
201454,-22.74723712
201455,-21.79166056
201456,-20.62101573
201457,-19.56228501
201458,-19.6216558
201459,-18.58452725
201460,-17.70989924
201461,-17.07191841
201462,-16.39009608
201463,-15.6402058
201464,-15.12485587
201465,-15.07457056
201466,-13.99006932
201467,-13.80514107
201468,-13.75737189
201469,-13.68569604
201470,-13.70631571
201471,-13.10499776
201472,-12.84084877
201473,-12.49981261
201474,-12.35615975
201475,-12.24764893
201476,-11.93787598
201477,-11.68264504
201478,-11.5853161
201479,-11.33209667
201480,-11.1037641
201481,-11.00057737
201482,-10.98783048
201483,-10.83612927
201484,-11.04215042
201485,-10.74075835
201486,-10.59995299
201487,-10.46455079
201488,-10.58612244
201489,-10.38305111
201490,-10.1996158
201491,-10.14297623
201492,-10.23152315
201493,-10.25415666
201494,-10.08026378
201495,-10.13677661
201496,-10.08125442
201497,-9.991986612
201498,-10.00135348
201499,-10.03762685
201500,-10.1521373
201501,-9.815626447
201502,-9.733944223
201503,-9.765052789
201504,-9.829118646
201505,-10.17460919
201506,-9.845955991
201507,-10.06202652
201508,-10.07086087
201509,-9.989487927
201510,-9.973314496
201511,-10.01600026
201512,-10.00409983
201513,-9.942046637
201514,-9.975805042
201515,-9.949296194
201516,-9.986362537
201517,-10.06117309
201518,-10.08604831
201519,-9.926620834
201520,-10.15118387
201521,-10.07840343
201522,-10.00946694
201523,-10.06537748
201524,-10.09951377
201525,-10.2253619
201526,-10.09970562
201527,-9.990312296
201528,-9.917980664
201529,-10.13593713
201530,-10.08217064
201531,-10.25692625
201532,-10.17995188
201533,-10.18234011
201534,-10.16031936
201535,-10.26722214
201536,-10.18877227
201537,-10.23191383
201538,-10.40664153
201539,-10.608149
201540,-10.45844884
201541,-10.45632571
201542,-10.65780992
201543,-10.53474534
201544,-10.5833947
201545,-10.52101711
201546,-10.59520212
201547,-10.63225451
201548,-10.57930658
201549,-10.68788134
201550,-10.95834739
201551,-11.09703893
201552,-10.88842259
201553,-10.8735642
201554,-10.94954444
201555,-10.960917
201556,-11.19915479
201557,-11.00993145
201558,-10.90698658
201559,-11.0501011
201560,-11.05400783
201561,-11.14464067
201562,-11.29700463
201563,-11.14298961
201564,-11.28593089
201565,-11.18270463
201566,-11.36593531
201567,-11.57410051
201568,-11.54774863
201569,-11.61214586
201570,-11.65435026
201571,-11.77148264
201572,-11.85187076
201573,-11.85121615
201574,-11.71453496
201575,-11.55747478
201576,-11.30940038
201577,-11.33107115
201578,-11.60448354
201579,-11.85257537
201580,-12.04444738
201581,-12.26546877
201582,-12.59268601
201583,-12.72447796
201584,-12.43841519
201585,-12.30772549
201586,-12.21680895
201587,-12.30999164
201588,-12.44325676
201589,-12.36497549
201590,-12.43642462
201591,-12.56381451
201592,-12.47526759
201593,-12.49061549
201594,-12.54001597
201595,-12.58958852
201596,-12.48970857
201597,-12.54874915
201598,-12.97751833
201599,-13.05877965
201600,-13.03167782
201601,-13.12538838
201602,-13.38395864
201603,-13.3324676
201604,-13.36379592
201605,-13.15586442
201606,-13.25228063
201607,-13.31696157
201608,-13.3371394
201609,-13.26178935
201610,-13.26796921
201611,-13.59741073
201612,-13.70931552
201613,-13.8064003
201614,-13.7419333
201615,-13.74003342
201616,-13.76880724
201617,-14.13094793
201618,-13.96828344
201619,-14.40575557
201620,-14.99479753
201621,-13.02371784
201622,-13.32600869
201623,-12.11154677
201624,-11.29085849
201625,-10.92473782
201626,-10.59527304
201627,-10.38014431
201628,-10.12592146
201629,-9.868127893
201630,-9.305697688
201631,-9.490230611
201632,-9.441573116
201633,-9.175873055
201634,-8.861685837
201635,-8.520410156
201636,-8.171623306
201637,-7.659205165
201638,-7.638379111
201639,-7.372292445
201640,-7.115224416
201641,-6.875997157
201642,-6.670784683
201643,-6.487059851
201644,-6.060402754
201645,-5.90333269
201646,-5.86070099
201647,-5.635257774
201648,-5.419912779
201649,-5.240607445
201650,-4.906589461
201651,-4.839046781
201652,-4.782208971
201653,-4.641514652
201654,-4.497860049
201655,-4.366722414
201656,-4.239556048
201657,-4.05382378
201658,-3.97661076
201659,-4.046090531
201660,-4.009698566
201661,-3.967390684
201662,-3.939487736
201663,-3.952304977
201664,-3.803059435
201665,-3.743912755
201666,-3.736977713
201667,-3.7093419
201668,-3.688974538
201669,-3.713846567
201670,-3.830098483
201671,-3.904679395
201672,-3.934083996
201673,-3.952040167
201674,-3.99244119
201675,-4.028670955
201676,-4.093666116
201677,-4.240764404
201678,-4.374797793
201679,-4.505297385
201680,-4.646611725
201681,-4.827096348
201682,-4.872843265
201683,-4.903770447
201684,-5.002211531
201685,-5.123490175
201686,-5.244060141
201687,-5.359776334
201688,-5.514191908
201689,-5.834969421
201690,-5.770440802
201691,-5.925173218
201692,-6.09910388
201693,-6.281011382
201694,-6.48889753
201695,-6.801829591
201696,-7.047753534
201697,-7.282182829
201698,-7.632127167
201699,-7.998257144
201700,-8.341908842
201701,-8.640092386
201702,-8.982692404
201703,-9.658997054
201704,-10.00138604
201705,-10.45652454
201706,-10.83989416
201707,-11.13022644
201708,-11.3858399
201709,-11.62026629
201710,-12.26540947
201711,-12.3720018
201712,-12.75841426
201713,-13.0928985
201714,-13.46524205
201715,-13.82636303
201716,-14.17633586
201717,-13.86926739
201718,-13.41412308
201719,-13.16719629
201720,-13.23150981
201721,-13.53586681
201722,-13.67872088
201723,-12.27876331
201724,-14.47069812
201725,-15.32314144
201726,-16.20311912
201727,-16.38480105
201728,-14.97397089
201729,-11.75711957
201730,-7.508045206
201731,-5.916384219
201732,-5.109558467
201733,-5.015526997
201734,-5.319305548
201735,-6.111713576
201736,-7.330379887
201737,-8.309829405
201738,-8.812489421
201739,-8.758497949
201740,-8.418359409
201741,-8.104679718
201742,-7.984297531
201743,-7.837221625
201744,-7.251296342
201745,-6.717271381
201746,-5.811846996
201747,-4.982391229
201748,-4.290539273
201749,-3.633440428
201750,-3.201709513
201751,-2.676594763
201752,-2.163849026
201753,-1.684625225
201754,-1.271927886
201755,-1.026628469
201756,-0.755437101
201757,-0.41736068
201758,-0.009760753
203955,0
203956,0
203957,0
203958,0
203959,0
203960,0
203963,0
203964,0
203965,0
203966,0
203967,0
203968,0
203969,0
203970,0
203971,0
203972,0
203974,0
203975,0
203976,0
203982,0
203983,0
203984,0
203985,0
203986,-0.00034142
203987,-0.168830592
203988,-0.474155506
203989,-0.763665596
203990,-1.040556544
203991,-1.324485579
203992,-1.697036967
203993,-2.181192589
203994,-2.813050097
203995,-3.422226286
203996,-3.888738508
203997,-4.133450024
203998,-4.012210041
203999,-3.604497427
204000,-3.565751246
204001,-4.135740292
204002,-4.766251806
204003,-5.363360417
204004,-5.222678307
204005,-6.1478573
204006,-6.491990364
204007,-7.121878079
204008,-8.141346085
204009,-9.375643419
204010,-9.971504141
204011,-12.72604763
204012,-15.70878418
204013,-17.0459386
204014,-18.30504547
204015,-19.56054791
204016,-20.61854379
204017,-20.80567656
204018,-21.331877
204019,-21.9085325
204020,-22.53976838
204021,-23.14933583
204022,-23.61613059
204023,-23.58133504
204024,-23.23443063
204025,-23.45722401
204026,-23.44394808
204027,-23.44884545
204028,-23.55003695
204029,-23.73625349
204030,-23.76451223
204031,-23.44174589
204032,-22.16996537
204033,-21.28775411
204034,-20.26355848
204035,-19.25937675
204036,-18.53753593
204037,-18.32000619
204038,-17.1023154
204039,-16.34744984
204040,-15.75216641
204041,-15.06971853
204042,-14.39109135
204043,-14.46235328
204044,-13.67006443
204045,-13.3499642
204046,-13.46837791
204047,-13.45534033
204048,-12.9223031
204049,-12.68705815
204050,-12.33292861
204051,-12.05363752
204052,-11.71835798
204053,-11.70192061
204054,-11.5681997
204055,-11.24971682
204056,-11.02766526
204057,-11.00729441
204058,-10.71296935
204059,-10.59427543
204060,-10.50682612
204061,-10.42827859
204062,-10.31284958
204063,-10.28313279
204064,-10.2607423
204065,-9.993340018
204066,-10.09274209
204067,-9.979709454
204068,-9.81778678
204069,-9.716554587
204070,-9.721378711
204071,-9.746751581
204072,-9.725190688
204073,-9.69630873
204074,-9.688101672
204075,-9.749410721
204076,-9.693600755
204077,-9.622561487
204078,-9.734194208
204079,-9.681413708
204080,-9.437991939
204081,-9.350068236
204082,-9.373051135
204083,-9.674923988
204084,-9.661528876
204085,-9.666476248
204086,-9.541471088
204087,-9.657281461
204088,-9.73973573
204089,-9.83518223
204090,-9.690710815
204091,-9.629430835
204092,-9.709870111
204093,-9.751007135
204094,-9.577022406
204095,-9.674575754
204096,-9.665696645
204097,-9.741710028
204098,-9.71408497
204099,-9.769811801
204100,-9.852796271
204101,-9.910014871
204102,-9.966609091
204103,-9.865342017
204104,-9.941608292
204105,-9.708186493
204106,-9.779758868
204107,-9.667725009
204108,-9.655454828
204109,-9.748282883
204110,-9.861220175
204111,-9.835424075
204112,-10.09066547
204113,-9.919631726
204114,-9.882732816
204115,-9.928019586
204116,-10.03191906
204117,-10.16735614
204118,-10.06033825
204119,-9.955113281
204120,-10.04840991
204121,-10.06675414
204122,-10.19217904
204123,-10.24373171
204124,-10.0572896
204125,-10.07220497
204126,-10.05609665
204127,-10.0968244
204128,-10.43207254
204129,-10.46456823
204130,-10.33852127
204131,-10.37749099
204132,-10.40433935
204133,-10.47046671
204134,-10.61490905
204135,-10.73900032
204136,-10.56524813
204137,-10.53003284
204138,-10.59471494
204139,-10.65975981
204140,-10.71867249
204141,-10.91733362
204142,-10.55381162
204143,-10.44034762
204144,-10.65714136
204145,-10.86304856
204146,-10.94487961
204147,-11.12214321
204148,-11.07809706
204149,-11.18158842
204150,-11.2934002
204151,-11.34079963
204152,-11.28808192
204153,-11.10122937
204154,-11.03822275
204155,-10.71612613
204156,-10.93653128
204157,-11.18387433
204158,-11.39234765
204159,-11.57455513
204160,-11.77849966
204161,-12.07779302
204162,-12.03511772
204163,-11.84433169
204164,-11.66228931
204165,-11.43350095
204166,-11.49381238
204167,-11.67539084
204168,-11.57102976
204169,-11.69548496
204170,-11.71684993
204171,-11.73128394
204172,-11.7103701
204173,-12.23165456
204174,-11.79175699
204175,-12.01863151
204176,-12.53531393
204177,-12.62134821
204178,-12.727265
204179,-12.56669573
204180,-12.78309415
204181,-12.84962149
204182,-12.72328501
204183,-12.53578367
204184,-12.44456133
204185,-12.59688691
204186,-12.72201881
204187,-12.63340329
204188,-12.61864256
204189,-12.91559072
204190,-13.0215575
204191,-13.14198155
204192,-12.84688328
204193,-12.86620187
204194,-13.07331714
204195,-12.61352776
204196,-12.54580864
204197,-12.75119261
204198,-12.54970375
204199,-12.08048006
204200,-13.24876457
204201,-12.79938037
204202,-11.9781677
204203,-11.70289497
204204,-11.45463687
204205,-11.33397447
204206,-11.13687603
204207,-10.85918252
204208,-10.42792977
204209,-10.26391071
204210,-10.38854496
204211,-10.15184081
204212,-9.81626478
204213,-9.388574025
204214,-8.911277577
204215,-8.374209196
204216,-8.402233649
204217,-8.168482219
204218,-7.901284575
204219,-7.625922313
204220,-7.373577251
204221,-7.130029907
204222,-6.845598431
204223,-6.551346625
204224,-6.581119226
204225,-6.333588986
204226,-6.086080257
204227,-5.825542671
204228,-5.4640752
204229,-5.471032915
204230,-5.310175291
204231,-5.127793982
204232,-4.948803163
204233,-4.781213393
204234,-4.633103538
204235,-4.510973202
204236,-4.300473841
204237,-4.344925488
204238,-4.28573288
204239,-4.224951416
204240,-4.138739236
204241,-4.024824678
204242,-3.936761158
204243,-4.006387431
204244,-3.91936658
204245,-3.832202715
204246,-3.754151083
204247,-3.705093031
204248,-3.699511395
204249,-3.838115435
204250,-3.885573294
204251,-3.929089824
204252,-3.965411153
204253,-4.048854316
204254,-4.060932067
204255,-4.214827615
204256,-4.332174232
204257,-4.445258608
204258,-4.524879039
204259,-4.585051529
204260,-4.761925616
204261,-4.897433624
204262,-4.929786301
204263,-5.007828049
204264,-5.116480719
204265,-5.229194188
204266,-5.308107394
204267,-5.401181946
204268,-5.552769205
204269,-5.680927661
204270,-5.824032298
204271,-5.96001644
204272,-6.071899727
204273,-6.241215555
204274,-6.546354488
204275,-6.725948177
204276,-7.01921109
204277,-7.358308997
204278,-7.706088931
204279,-8.026482166
204280,-8.418577419
204281,-8.91390358
204282,-9.204984068
204283,-9.527649257
204284,-9.803128372
204285,-10.04519732
204286,-10.25405201
204287,-10.54273323
204288,-11.26566352
204289,-11.43845065
204290,-11.91181361
204291,-12.37508301
204292,-12.83053777
204293,-13.28344036
204294,-13.78203318
204295,-13.72973986
204296,-13.53863292
204297,-13.45585309
204298,-13.47397059
204299,-13.77461038
204300,-14.59395222
204301,-14.57404763
204302,-15.62783679
204303,-16.35193445
204304,-17.31319787
204305,-18.09596172
204306,-17.93804578
204307,-15.82472594
204308,-9.709615475
204309,-6.795755544
204310,-5.723301237
204311,-5.288856825
204312,-5.247503535
204313,-5.724233157
204314,-6.611840607
204315,-7.621773148
204316,-8.856077458
204317,-9.193420821
204318,-9.057956996
204319,-8.694748352
204320,-8.25806803
204321,-8.488423737
204322,-8.419332024
204323,-7.891126474
204324,-7.068830736
204325,-6.017919882
204326,-5.140172296
204327,-4.362365412
204328,-3.844317963
204329,-3.29337979
204330,-2.774212933
204331,-2.250910863
204332,-1.762169038
204333,-1.244053279
204334,-1.037350126
204335,-0.923888156
204336,-0.619843706
204337,-0.007437049
204338,0
206535,0
206536,0
206537,0
206538,0
206539,0
206540,0
206541,0
206542,0
206543,0
206544,0
206545,0
206546,0
206547,0
206548,0
206549,0
206550,0
206559,0
206560,0
206561,0
206562,0
206563,0
206564,0
206565,0
206566,-0.075728485
206567,-0.435822162
206568,-0.786263708
206569,-1.097872013
206570,-1.391277142
206571,-1.713208945
206572,-2.167983366
206573,-2.879585571
206574,-3.727139651
206575,-4.463399071
206576,-5.082508955
206577,-5.295881396
206578,-4.644935374
206579,-5.045512958
206580,-5.17646543
206581,-5.613888148
206582,-6.290081177
206583,-6.540162424
206584,-7.073312439
206585,-7.641429506
206586,-8.404691638
206587,-9.550636226
206588,-11.0862268
206589,-12.90873997
206590,-13.73855327
206591,-16.07914878
206592,-18.03568982
206593,-19.07975865
206594,-20.09058067
206595,-20.9069913
206596,-21.22195812
206597,-21.28794014
206598,-21.97402385
206599,-22.62802579
206600,-23.2351771
206601,-23.82990824
206602,-24.2639957
206603,-24.06892156
206604,-23.94401523
206605,-23.90381071
206606,-23.64691941
206607,-23.3300155
206608,-23.12346531
206609,-22.59357673
206610,-22.35249144
206611,-21.55505407
206612,-20.58280411
206613,-19.75045027
206614,-18.81393999
206615,-17.85239519
206616,-17.34389949
206617,-17.20726713
206618,-15.34195075
206619,-15.07621814
206620,-14.5548488
206621,-14.27497983
206622,-13.91071137
206623,-13.75329656
206624,-13.48146315
206625,-12.86326717
206626,-12.54379597
206627,-11.79404522
206628,-12.12299258
206629,-11.93922357
206630,-11.77599865
206631,-11.49468326
206632,-11.08188288
