Hex_ID,CWR_ID,SIZE_RANK,T070116_00,T070116_01,T070116_02,T070116_03,T070116_04,T070116_05,T070116_06,T070116_07,T070116_08,T070116_09,T070116_10,T070116_11,T070116_12,T070116_13,T070116_14,T070116_15,T070116_16,T070116_17,T070116_18,T070116_19,T070116_20,T070116_21,T070116_22,T070116_23
425701,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
425702,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
425703,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
425704,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
425705,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
425706,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
425707,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
425708,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
425709,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
425710,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
428281,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
428282,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
428283,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
428284,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
428285,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
428286,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
428287,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
428288,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
428289,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
428290,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
428291,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
428292,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
428293,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430860,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430861,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430862,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430863,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430864,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430865,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430866,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430867,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430868,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430869,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430870,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430871,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430872,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430873,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430874,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
430875,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433440,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433441,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433442,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433443,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433444,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433445,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433446,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433447,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433448,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433449,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433450,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433451,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433452,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433453,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433454,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433455,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433456,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
433457,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436019,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436020,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436021,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436022,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436023,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436024,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436025,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436026,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436027,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436028,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436029,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436030,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436031,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436032,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436033,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436034,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436035,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436036,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
436037,1,0,17.81470968,17.73622581,17.73796774,17.71648387,17.70177419,17.69209677,17.6773871,17.67277419,17.66629032,17.67164516,17.68029032,17.70683871,17.73190323,17.757,17.80609677,17.83296774,17.85909677,17.86090323,17.87703226,17.88345161,17.90641935,17.87993548,17.87309677,17.86954839
